13;5;"https://www.consultant.ru/cons/cgi/online.cgi?BASENODE=1-1&req=doc&cacheid=18EC3B9C84907DB90036D370AA26D68A&mode=searchcard&base=LAW&n=489408&rnd=jPoYkw#yn9m4dUIrzG5NaUG";"Банк России также уделял большое внимание развитию исследовательских и аналитических компетенций по коммуникации в рамках сотрудничества с центральными банками стран ЕАЭС. С этой целью во второй половине 2023 - первой половине 2024 года сотрудники Банка России провели тематические стажировки для центральных банков Казахстана, Узбекистана, Таджикистана, Кыргызстана, Республики Беларусь. Обмен опытом в быстро развивающейся сфере коммуникации, которая все активнее использует методы машинного обучения и продвинутой социологии, имеет важное значение для развития этого направления."
14;5;"https://www.consultant.ru/cons/cgi/online.cgi?BASENODE=1-1&req=doc&cacheid=18EC3B9C84907DB90036D370AA26D68A&mode=searchcard&base=LAW&n=488716&rnd=jPoYkw#zBLm4dUiYw6eENZl1";"Федеральный закон № 425-ФЗ ""О внесении изменений в Федеральный закон ""Об обращении лекарственных средств"" от 28.12.2017 N 425-ФЗ (последняя редакция)"
15;5;"https://www.consultant.ru/document/cons_doc_LAW_295787/?clckid=5a2b3367";"Постановление Правительства РФ от 12.04.2018 N 447 (ред. от 21.08.2020) ""Об утверждении Правил взаимодействия иных информационных систем, предназначенных для сбора, хранения, обработки и предоставления информации, касающейся деятельности медицинских организаций и предоставляемых ими услуг, с информационными системами в сфере здравоохранения и медицинскими организациями"""
16;5;"https://www.consultant.ru/document/cons_doc_LAW_452520/?clckid=453562e3";"Постановление Правительства РФ от 18.07.2023 N 1164 (ред. от 01.02.2025) ""Об установлении экспериментального правового режима в сфере цифровых инноваций и утверждении Программы экспериментального правового режима в сфере цифровых инноваций по направлению медицинской деятельности, в том числе с применением телемедицинских технологий и технологий сбора и обработки сведений о состоянии здоровья и диагнозах граждан"""
17;5;"https://www.consultant.ru/document/cons_doc_LAW_137356/?clckid=d505131f";"Постановление Правительства РФ от 01.11.2012 N 1119 ""Об утверждении требований к защите персональных данных при их обработке в информационных системах персональных данных"""
18;6;"https://new.fips.ru/registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2748052&TypeFile=html";"Изобретение относится к области вычислительной техники. Технический результат заключается в повышении безопасности передачи медицинских данных пациента. Компьютерно-реализуемый способ обмена медицинскими данными между клиникой, пациентом и страховой службой, содержащий этапы, на Изобретение относится к области вычислительной техники. Технический результат заключается в повышении которых: посредством Electronic Health Records сервера (EHR-сервера) осуществляют запрос медицинских данных пациента из медицинской информационной системы клиники, причём при осуществлении запроса медицинских данных пациента используются идентификаторы пациентов (ID) и индексы пациентов и клиник; посредством OneTimePassword-сервера (OTP-сервера) осуществляют проверку запрашивающей стороны на предмет разрешённого доступа к медицинским данным; осуществляют замену идентификаторов пациента (ID) из исходного запроса на соответствующие им идентификаторы (ID) данных из медицинской информационной системы клиники; направляют запрос в медицинскую информационную систему клиники, содержащий только ID пациента, используемый в клинике, причём передачи персональных данных пациента при этом не происходит; посредством EHR-сервера запрошенные медицинские данные извлекаются из медицинской информационной системы клиники и отправляются запрашивающей стороне по защищённому каналу связи."
19;6;"https://new.fips.ru/registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2826261&TypeFile=html";"Изобретение относится к области биотехнологии. Описан способ приготовления персонализированной вакцины против злокачественной опухоли. Способ включает ввод информации об аминокислотах для набора последовательностей пептидов-кандидатов с использованием компьютерного процессора в обученную машинно-обучаемую модель для прогнозирования презентации пептидов HLA класса II с получением множества прогнозов презентации, выбор на основе по меньшей мере множества прогнозов презентации подгруппы пептидных последовательностей из набора последовательностей пептидов-кандидатов для получения набора выбранных пептидных последовательностей и приготовление персонализированной вакцины против злокачественной опухоли. Изобретение расширяет арсенал способов приготовления фармацевтической композиции с использованием обученной машинно-обучаемой модели."
20;6;"https://new.fips.ru/registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2207623&TypeFile=html";"Изобретение относится к медицинским информационно -консультационным системам и предназначено для оказания медицинских консультационных услуг, предоставления пользователям информации из различных областей медицины , предоставления средств общения между клиентами по интересующим их вопросам медицинской тематики. Техническим результатом является обеспечение возможно быстрого получения медицинской консультации на основе анализа медицинских карт пациента, формирование интерактивной базы данных по профилям заболеваний. Система может быть расположена в Internet. Механизм (процедура) описания истории болезни пациента основан на предиктор-корректорном методе и технологии описания состояния здоровья пациента.."
21;6;"https://new.fips.ru/registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2018113789&TypeFile=html";"Медицинская информационно -аналитическая система ранней или текущей диагностики одной или нескольких онкопатологий, использующая полученную по удаленному доступу информацию, с признаками одного или нескольких заболеваний или отклонениями от нормы функционального состояния, полученными инвазивно или неинвазивно на ранней или текущей стадии одного или нескольких этих заболеваний по одному или нескольким медицинским факторам по одной или нескольким методам или методикам, путем обработки этой информации по характерному для поставленной задачи алгоритму, по удаленному доступу представляющая потребителю в виде его удовлетворяющем информацию с повышенной достоверностью, содержащую признаки одного или нескольких заболеваний или отклонений от нормы функционального состояния"
22;6;"https://new.fips.ru/registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2016134756&TypeFile=html";"Распределенная информационно -аналитическая система «Персональный электронный медицинский консультант», в состав которой входят модуль, интерпретирующий запрос пользователя и выполняющий на основании запроса переход к перечню предпочтительных мероприятий, входящих в базу вариаций деперсонализированных случаев; центральное хранилище данных для хранения деперсонализированных данных пользователя, его электронных запросов и полученных на основании таких данных результатов диагностирования, общую реляционную модель типизированных запросов пользователя с корректирующими развесовками, влияющими на соответствующие мероприятия; подсистема учета результатов введенных пользователей данных, предоставляющая одновременно доступ к просмотру и заполнению истории пользователя; модуль выбора и записи пользователя пациента на прием к врачу или прохождения перечня анализов с функциями напоминания о приеме через электронный вид и средства связи, а также периодически отслеживающая «историю болезни» и проводящая анализ тенденций состояния пользователя, по результатам которого формируется предложение пользователю; модуль, предоставляющий возможность заказа, производства и доставки пользователю оптимального комплекса микронутриентов на основании изначальных запросов пользователя и предпочтительных анализов и диагностики, результаты приема и анализов; модуль предложений корректировки питания на основе анализа обращения пользователя и результатов введенных данных; а также модуль, предлагающий оптимальное страховое покрытие рисков на основании истории болезни пользователя."
23;6;"https://new.fips.ru/registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2775132&TypeFile=html";"Группа изобретений относится к медицинской технике, в частности к средству отображения для выдачи информационного контента, по меньшей мере, параметра, заданного или измеренного значения медико–технических устройств внутри, по меньшей мере, одной области отображения, при этом, по меньшей мере, одна упомянутая область отображения сформирована как имеющее вид тахометра отображение. Это позволяет визуализировать для пользователя наиважнейшие параметры с возможностью быстрого считывания."
24;6;"https://new.fips.ru/registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2629327&TypeFile=html";"Информационная система выполнена с возможностью корректировки на основании полученных индикаторов эффективности и оповещений алгоритма формирования индивидуального медицинского плана субъекта. Осуществляют взаимодействие с базой данных рекомендаций. Осуществляют взаимодействие с базой данных субъектов. Проводят подбор индивидуальных рекомендаций на основе алгоритма формирования индивидуального медицинского плана субъекта. Проводят анализ эффективности индивидуального медицинского плана. Оповещения включают в себя по меньшей мере одно из оповещения о смене диагноза субъекта, оповещения о втором уровне диспансеризации субъекта, оповещения о новых медицинских услугах"
25;7;"https://www.elibrary.ru/item.asp?id=47243046";"Искусственный интеллект - это раздел информатики, который использует комплекс технических и программных решений, приводящих к результату, сопоставимому с результатом интеллектуальной деятельности человека или превосходящему его, и используемых для решения прикладных задач на основе больших данных, в том числе с помощью систем компьютерного зрения, обработки естественного языка, распознавания и синтеза речи, рекомендательных систем и интеллектуальных систем поддержки принятия решений, а также систем, основанных на перспективных методах и технологиях. Применение технологий ИИ для анализа данных рентгенологических, патологических, эндоскопических, ультразвуковых и биохимических исследований позволяет врачам ставить пациентам более точные диагнозы и выявлять заболевания на ранних стадиях их развития. Кроме того, сочетание ИИ и медицины вывело на новый уровень производство медицинских препаратов и медицинское образование."
26;7;"https://www.elibrary.ru/item.asp?id=46482807";"Сегодняшний день большие данные применяется во всех сферах. Анализируя данные, можно увеличить процесс обработки данных о пациентах, об историях их болезней, а также можно проанализировать возможные болезни в будущем. В данной статье анализируется роль технологии обработки больших данных в сфере медицины, а также рассматриваются основные способы применение технологии больших данных в медицине, способы сбора информации о пациентах и возможность использования этих данных в целях профилактики различных заболеваний."
27;7;"https://www.elibrary.ru/item.asp?id=47314267";"The article contains various details, one of which is a hand-written signature. A person who signs the document confirms its validity. The detection of a document details makes the verification task easier, as it makes it possible to identify the signature on any part of the document without human intervention. Methods for the detection details of a document are discussed."
28;7;"https://www.elibrary.ru/item.asp?id=70862507";"The task of time series prediction is to find out what will happen next in a series of events. The article contains a review of both traditional and deep learning methods for time series prediction, together with necessary definitions and the theory behind them. This review provides the basis for the choice of methods and models in the hybrid intelligent forecasting system “Horizon” being developed at the Plekhanov Russian University of Economics and may be helpful for model selection in other applications of time series prediction."
29;7;"https://www.elibrary.ru/item.asp?id=35160959";"Рассматриваются основные методики технологии компьютерного зрения и их применение в медицине. Описывается алгоритм анализа рентгеновских изображений грудной клетки с использованием компьютерного зрения."
30;7;"https://www.elibrary.ru/item.asp?id=54230473";"В статье исследуется тема компьютерного зрения и его разнообразное применение в медицине и других областях. Рассматриваются основы компьютерного зрения и его роль в медицине, автономных автомобилях и других областях. В статье подчеркивается важность компьютерного зрения для развития технологий и сферы промышленности."
31;7;"https://www.elibrary.ru/item.asp?id=41525918";"Статья посвящена применению искусственного интеллекта для анализа медицинских данных и диагностики заболеваний. Рассмотрены примеры использования нейронных сетей и машинного обучения в медицине."
32;7;"https://www.elibrary.ru/item.asp?id=25143175";"Представлены основные алгоритмы, принципы диагностики и блок-схемы для создания компьютерных систем информационной поддержки для врачей анти-возрастной медицины. Описаны возможности разработанных компьютерных систем"
34;7;"https://www.elibrary.ru/item.asp?id=54596486";"В докладе рассматривается информационная архитектура системы для создания сервисов цифровой медицины (ЦМ). При помощи интеллект-карты и диаграммы прецедентов спроектирована информационная архитектура системы «Цифромед» - информационный портал для оперативного реагирования и отслеживания жизненных показателей пользователя со стороны наблюдающего врача, а так же описана аудитория проекта и сформулированы общие требования к поведению участников информационной системы."
